rating,timestamp,helpful_vote,verified_purchase,review,polarity,subjectivity
1,2021-09-02 01:22:06.489,0,True,pointless mouse chew garbage,-0.250000,0.500000
5,2020-02-18 15:05:46.811,0,True,glove work great comfortable value package.<br />it good spare pair launder,0.633333,0.716667
5,2019-08-04 07:38:34.502,0,True,work great like year able hide smoking parent lot super easy small fit purse smoke car couwvas ldn’t smell definitely worth money,0.359524,0.539286
1,2019-07-28 11:09:55.895,1,True,purchase regret severely disappointed friend advertised tell need glass stay thrilled arrive work minute gob look like glass crust slip gobbe believe save money single tube way disappoint tube great value tube uselessness,0.144643,0.603571
5,2018-08-08 23:23:15.573,0,True,fit size bottle love fit small tall bottle,0.262500,0.450000
5,2019-09-29 13:43:32.292,0,True,highly recommend sucks yuck right pore issue,0.048571,0.458571
3,2018-11-01 15:19:38.206,0,True,lid product good receive lid waste way dry,0.144444,0.400000
5,2015-08-13 17:25:09.000,0,True,star wonderful,1.000000,1.000000
5,2020-10-27 22:59:53.165,0,True,worth money great sturdy bag,0.550000,0.425000
4,2020-10-19 21:42:53.214,2,True,concentrated wonder product concentrated definitely use lot drop diffuse great concentration oil,0.400000,0.625000
5,2022-09-24 06:02:48.169,0,True,great travelable thymol tooth nice product,0.700000,0.875000
5,2020-06-05 21:09:10.355,0,True,kleenex espression tissue great,0.800000,0.750000
5,2014-08-10 14:13:31.000,0,True,fine couple night day vision ... don't fit hd night vision glase tv fine couple night day vision glass,0.411111,0.466667
5,2020-01-13 13:47:28.981,0,True,like good product easy swallow issue,0.566667,0.716667
5,2020-08-16 12:03:56.744,0,True,job powerful little item love it.<br />great purchase multi setting comfort recommend,0.204167,0.700000
5,2019-12-12 07:38:51.464,0,True,great look affordability love realize order 12 pack company size true fit wearability sure order deal ultra,0.510000,0.657778
5,2017-12-08 11:53:47.315,0,True,great nutrition excellent way increase variety veggie fruit breakfast glass veggie blend plus small serving meat batch liver pate fridge super nutritious delicious quick breakfast note food sugary sweet drink like breakfast smoothie load sweet ingredient need dial sweet craving enjoy,0.466667,0.676667
5,2020-06-14 02:15:11.930,0,True,work great small problem seller immediately send new love soft good temp control,0.331061,0.525758
4,2015-01-12 08:26:36.000,0,True,star like,0.000000,0.000000
5,2020-12-18 06:24:08.909,0,True,fantastic wear sterling silver jewelry try 50 different silver cleaner year good job ...... product amazing clean polish time purchase pack week ago purchase pack today want run product,0.413333,0.740000
5,2019-03-28 12:37:31.434,1,True,good price extra malfunction,0.350000,0.350000
5,2022-04-05 10:30:55.106,0,True,great product great product work instruct great value purchase,0.800000,0.750000
5,2021-02-21 04:19:38.866,0,True,subportive differently help posture comfortable study job.<br />good quality smell hand wash line dry bbb use,0.111111,0.666667
3,2021-04-04 12:33:34.911,0,True,advertise fit norelco electric razor fit razor head old head new head seat right razor advertise fit razor able use lot work new razor inside old head probably beast thing life razor,0.273160,0.407756
5,2021-01-07 16:10:24.842,1,True,good value taste great vitamin competitor cheap price,0.633333,0.683333
5,2016-12-15 01:28:43.000,0,False,work great long way work great long way disappointed low rating star glass life current pair slip ... tad large fix second ...,0.107143,0.464286
1,2020-04-20 21:09:44.784,0,False,block blue light buy husband feel great price pair spend lot time computer think good career unfortunately block blue light preform multiple blue light test source test glass allow blue light pass chance defective batch disappointing work,0.153846,0.480769
5,2018-04-19 14:27:39.026,2,True,mom coffee hate keto coffee start keto diet need morning mom coffee hate keto coffee find try ... i’ll stuff like energy quick easy literally run door thank james genius,-0.208333,0.783333
5,2015-07-14 18:42:07.000,0,True,star suppose delivery issue,0.000000,0.000000
4,2017-03-21 00:50:55.000,0,False,shower shield size good water ... colonostomy shower shield size good water add extra taping edge price help wear thank,0.466667,0.433333
5,2012-05-31 19:18:06.000,22,True,great product product great pregnant suffer nausea sort smell bother husband effect product clean air eliminate smell kitchen bathroom cat litter box work great feel nauseous smell notice pregnancy bother house product clean air feel,0.577778,0.691667
1,2021-01-18 20:45:24.099,0,True,colorblind glass disappointed wear yes color appear clearly look wear pink recommend ... sorry,-0.312500,0.608333
2,2018-01-15 15:59:35.398,0,True,love short love short wiggle cord lot turn,0.250000,0.450000
4,2016-07-05 00:05:51.000,0,True,ok drink stop drink ... ok drink stop drink year ago notice difference stop drink,0.500000,0.500000
5,2020-08-03 23:34:02.407,0,True,soothe dry scratchy eye little vile treat eye time eye twice recommend eye surgeon tell eye surgery experience dry scratchy eye product soothing 10 cheap amazon surgeon office,0.019792,0.600000
2,2019-11-07 01:59:29.403,0,True,wish work work day,0.000000,0.000000
4,2020-07-26 15:00:56.919,1,False,great ingredient ingredient tend difficult notice effect immediate time noticeable offer fantastic boost cordycep benefit lions mane enjoy assortment blend sure add continuous use list supplement,0.320000,0.807778
2,2017-03-20 04:34:21.000,1,True,feel good ... feel good good stop think break think,0.700000,0.600000
5,2018-06-26 00:06:09.429,0,True,star right size travel,0.285714,0.535714
5,2018-07-10 21:18:00.324,1,True,handy like tin length match striking pad,0.550000,0.950000
5,2018-11-19 04:04:31.060,1,True,pull tar use brand month expensive long brand pull lot tar important,-0.050000,0.700000
5,2015-07-27 06:46:53.000,0,True,nice cheap loofah pad nice cheap loofah pad work feel good skin rough backside little loop hand scrub,0.344643,0.700000
2,2021-01-03 00:40:13.905,0,True,short band short use,0.000000,0.300000
2,2018-10-11 18:04:22.041,0,True,disappointed product work know good true,0.100000,0.666667
1,2018-04-14 13:46:06.899,0,True,i̇t great disappointment magnet box ... i̇t great disappointment magnet box weak hardly hold box key try stick car definitely lose key,-0.029630,0.662963
5,2022-08-12 16:13:19.773,0,True,work contact start feel bit overuse product clear right extend contact wear,0.192857,0.459524
3,2021-05-02 06:14:29.133,0,False,bit itchy eczema psoriasis finger protect use latex finger cot sensitivity latex easy.<br /><br />also tend lot finger tight loose.<br /><br />these like perfect idea kind fabric reusable washable easy store.<br /><br />the problem fabric rough skin itchy bit tight time easy use.<br /><br />i’m sure like hard pass,0.246429,0.663183
4,2017-02-25 14:57:15.000,0,True,star nice heavy paper,0.200000,0.750000
4,2020-10-26 04:16:58.446,1,True,reason think work pill day combination pill glucosamine chondroitin day knee pain bad day physical activity.<br />the pain away pain frequent allow walk stand longer.<br />the problem know effect glucosamine hyaluronic acid know cocktail combination vitamin knee feel,-0.200000,0.369841
5,2014-09-20 14:30:05.000,0,True,work great easy installation need black ... work great easy installation need black comb separator old require,0.319048,0.604762
5,2021-03-23 01:20:42.555,0,True,excelente tiempo de entrega tamaño perfecto para ser tomado,0.000000,0.000000
5,2017-02-27 01:40:08.000,1,True,star great deal lot pay buy agian,0.800000,0.750000
2,2020-08-23 14:40:43.534,0,True,novelty interesting idea feel like actually clean tooth,0.433333,0.600000
5,2020-11-04 05:32:47.606,3,False,easy swallow good product great pill size nice med vs xl size product work good day good result time day finish bottle buy,0.655556,0.730556
3,2017-11-30 01:22:35.589,0,True,responder bag beware thing tiny exactly expect fit motorcycle buy fit light trauma supply pocket mask blood pressure cuff else.<br /><br />this professional trauma bag nice car house,0.307143,0.478571
4,2016-06-30 19:28:21.000,0,True,good device coul great couple tweak strap good quality relive medical condition modification remove velcro parcel end strap rub arm stap require extra attention technique create fold material tighten exchange email company hopefully future generation strap improve issue,0.366667,0.362500
5,2021-12-05 12:43:26.726,1,True,great napkins 80 order minute come quickly napkin nice perfect occasion,0.683333,0.812500
1,2022-08-29 03:10:17.480,0,False,taste absolutely horrible honestly spray mouth vomit think prank item cause way actually believe taste good 15 yr old try maybe taste bud reaction taste like sour apple,0.041667,0.483333
5,2019-02-03 16:38:41.913,0,True,cast dry use time far work good knee cast feel cast cover good idea feel right decision,0.343810,0.667143
1,2012-12-21 21:31:04.000,1,False,amazing item bad work ... fact break second use low quality rubber sleeve rip head come apart 1st use use duct tape fix ... <br />comical cut anymore corner work box usage throw away ... <br /><br />what joke.<br /><br />dont buy product,-0.025000,0.466667
5,2020-10-03 10:23:50.564,0,True,excellent great quality,0.900000,0.875000
2,2014-03-17 02:17:19.000,6,True,cheap bag car week pull use scene zipper break cut bag open throw away,0.200000,0.600000
5,2017-01-30 03:40:41.000,0,True,good battery life work .. light kind silly great battery life,0.400000,0.765000
5,2020-10-10 07:53:27.123,0,True,excellent dog poop clean perfect dog leash attachment gather condition poop bagging work easier.<br />very happy.<br />they clean break glass dog victim,0.531667,0.690000
5,2015-09-30 12:13:02.000,1,True,light comfortable neck lovely bead piece light comfortable neck arrive nice box suitable gift,0.464286,0.785714
5,2016-07-27 09:53:52.000,3,False,clincher favorite youtuber trial run come withglowe ... feel cent negative review pill short miricle 48 start alternate maca mediate cost stretch supply libido hit rock know active libido distressed start search ... research homework find high review place hersolution clincher favorite youtuber trial run come withglowe review sell order month product couple week begin feel 34;in mood&#34 year work .. ... wonderfully definitely tell difference forget consistent routine work magic feel like ... magic long continue,0.160556,0.582500
1,2021-09-24 13:31:53.230,0,True,waste money stuff good suck 27.00 small eyelid hour form pimple eyelid painful use hot compress away day completely doctor tell know oil kind skin cause oil build pore believe positive review,0.090909,0.574432
3,2020-06-17 22:36:59.043,2,False,poor execution good idea good idea poorly executed.<br /><br />1 2.5 height cushion change orientation seat floor high floor far away foot floor lead edge cushion dig thigh uncomfortable minute purple taper lead edge probably resort cut scissor change height pose problem cushion car head graze ceiling gas brake pedal far away br /><br />2 divot tailbone far wide pressure tailbone cushion divide lengthwise middle step ostensibly relieve pressure tailbone fairly wide caboose tailbone sit bone rest inside middle section provide relief way suppose work sit bone rest high outside tailbone middle provide tailbone relief wide cabooses.<br /><br />3 surprisingly heavy seat cushion 10 lb cat feel light carry sure consider portable.<br /><br />4 zipper cover come cushion thin cheap looking.<br /><br />5 consider flaw overpriced likely expensive design tailbone relieve cushion,0.025833,0.586204
3,2017-12-02 04:16:31.893,0,True,pay work cheap cup break easily cup seal pump look quality ser,0.416667,0.766667
4,2020-05-16 17:46:41.384,1,True,good gloves good product durable washable reusable quality popular store brand latex free glove purchase week glove puncture break easily,0.566667,0.746667
5,2021-10-13 20:33:26.115,0,True,good massage gun tell time buy massage gun feel surprising use ton different head use use exercise leg feel relax little bit sour use hahaha help relax muscle honestly little bit heavy girl ...,0.109375,0.462500
5,2018-03-26 13:17:07.039,2,True,star feel help overall health,0.000000,0.000000
4,2019-10-29 03:08:59.802,0,True,buy good quality,0.700000,0.600000
5,2020-09-01 17:06:49.743,0,True,vitamin product work find vitamin product actually work run day ago feel difference today arthritis lupus fatigue day help energy level pretty significantly definitely purchase,0.083333,0.533333
5,2022-07-01 01:04:17.672,0,True,alright help eye close away annoying daylight,-0.800000,0.900000
4,2018-06-25 03:03:29.252,0,True,machine toe nail clipper machine japanese toe nail clipper reasonable price high quality,0.120000,0.380000
1,2021-03-23 02:51:13.495,0,True,terrible terrible quality design flaw hole sweep dirt fall surface sweeping,-1.000000,1.000000
4,2014-04-10 19:48:26.000,0,True,good antioxidant source sure weight loss good source antioxidant want stay healthy look health cell consume lot antioxidant find colorful fruit vegetable high orac shake mix frozen wild blueberry strawberry raspberry blackberry 100 gram add scoop whey protein powder milk blend mixer delicious smoothie help weight loss improve mental clarity eliminate wheat sugar process food diet want loose weight eat food cook home avoid stress bed 10:30 night eat sleep wake time everyday daytime avoid watch bright screen evening correct circadian rhythm eat steam vegetable recommend read book perfect health diet paul jaminet people unaware importance nutrition acai berry capsule good source antioxidant recommend gram ester daily 200mcg selenium support glutathione body master antioxidant level,0.373942,0.556132
4,2023-03-09 19:49:45.165,0,True,love love smell great day wish smell long,0.437500,0.587500
5,2016-10-08 20:13:52.000,0,True,good good,0.700000,0.600000
1,2021-05-27 00:36:20.175,0,True,size incorrect clearly description size match receive 3x2 order large size 4x2.75,0.157143,0.405952
5,2017-09-06 18:57:28.786,0,False,star sturdy love way,0.500000,0.600000
5,2022-05-09 17:14:28.523,2,True,good fake nail use press nail poly gel work great,0.333333,0.783333
1,2015-07-31 22:41:03.000,3,True,work product silly,-0.500000,0.875000
1,2020-06-30 01:18:47.395,0,True,bad thing worst thing replacement replacement mess wast money,-0.625000,0.613889
5,2021-05-14 12:48:32.940,0,True,work great elderly father skin elbow stuff walk house,0.800000,0.750000
1,2016-10-31 03:33:15.000,0,False,plastic handle break yank lash buy lash curler plastic finger snap break yank eye lash week lash grow thw horrible experience buy plastic handle lash curler send money,-1.000000,1.000000
5,2019-07-13 23:29:09.327,0,True,work far good help heel pain think plantar fasciitis help bit like clear use sandal flip flop barely noticeable,0.237500,0.520833
5,2018-01-02 16:56:00.477,0,True,star good,0.700000,0.600000
3,2018-05-25 14:31:39.895,0,False,cute find little ... cute find little odd plaque 34;aim high&#34 airplane aim downward,0.091667,0.650000
4,2016-09-06 23:20:37.000,1,True,nice link fitbit accurate option want start like scale accurate weight reading ok body fat reading jump bit different reading step scale pretty assume million different factor affect body fat reading probably truly accurate reading scale use average body fat drop shape concerned super accurate.<br /><br />overall scale pretty good identifying scale problem guest use boyfriend sister weigh body fat way different male vs. female pretty big gap sister visit use scale automatically assign stat boyfriend account scale look body fat weight determine person nice thing fitbit app easy reassign datum assign wrong person.<br /><br />a feature like ability sync fitbit datum myfitnesspal app feature scale account set weigh datum push fitbit myfitnesspal easy log weight change exercise food intake.<br /><br />sette scale big deal try work 10 minute total little bit annoying impact decision buy it.<br /><br />overall pretty happy purchase scale use improvement probably buy ease sync datum different app scale lot accountable log weight time step star body fat inaccuracy high cost,0.176638,0.661724
5,2015-07-25 23:43:37.000,0,True,star work great,0.800000,0.750000
1,2019-04-04 15:38:53.490,0,True,cute outside ... disappointed inside huge vera bradley fan having think way wrong purchase wrong firstly difficult maneuver actual pill matter un zipping reach inside literally remove entire pill box retrieve tiny pill need identification card inside cover ... ... little plastic holder container insert work health field understand importance carry proper identification medical info time purchase personal bradley standard,-0.102500,0.508333
1,2018-05-25 22:48:21.793,0,True,star smell awful,-1.000000,1.000000
5,2021-01-22 22:59:46.371,0,True,fast shipment good packaging order process fast ship fast good packaging good information product thank,0.450000,0.600000
1,2022-09-24 19:48:03.735,0,True,straight disgust product throw everyday use rid mucus,0.000000,0.500000
4,2021-10-10 15:03:25.132,1,True,little long way work,-0.118750,0.450000
3,2018-05-26 11:00:47.249,0,True,donyou dryer figure stay hair dryer :( instruction idiot figure idiot,-0.783333,0.866667
5,2022-04-07 01:07:37.984,0,True,perfect calming tool pleased product love smoothness calming comforting,0.666667,0.866667
2,2020-09-16 00:34:54.747,0,True,tasty understand healthy taste pretty bad finish,0.016667,0.722222
5,2019-07-22 18:45:58.630,0,True,value great,0.800000,0.750000
5,2017-11-27 13:07:31.650,1,True,star nice addition table include crown joke small trinket,0.175000,0.700000
5,2021-12-01 17:27:31.612,0,True,great product cat air purifier game changer clean design desirable setting quiet day good size bedroom corner job help allergy highly recommend reasonable price,0.260952,0.560476
4,2018-12-04 22:20:22.708,0,True,work recommend 100 cotton pad work need use feminine product product include harmful ingredient pad tampon 100 cotton,0.000000,0.000000
5,2019-11-11 00:41:43.152,0,True,poseidon water pick brush charge unit love tooth brush water pick,0.500000,0.600000
5,2020-11-16 13:48:04.853,0,True,excellent cake topper toy cake topper miniature character adorable work cake topper grandchild enjoy toys.<br />with covid-19 able order cake decorate use excited happy cake,0.595833,0.812500
1,2019-05-11 21:55:10.453,1,True,service product stop work try facial middle cleansing shut come steam hot client face need money bad product,-0.112500,0.379167
5,2020-01-03 21:13:49.320,5,True,buy product review complaint people sliver think chance perfect lovely wood varnish height adjustable cell phone holder need hide bathroom look great fit toilet like,0.394444,0.516667
5,2014-01-26 15:08:22.000,1,True,pretty cute pretty lot compliment difficult clean small aware,0.123810,0.764286
5,2022-11-14 16:35:11.656,1,True,yumm totally work grow hair nail taste great definitely purchase product,0.266667,0.666667
5,2022-05-16 15:57:19.105,0,True,whoa thing purple oh goodness expect deep dark purple purple good news brush purple wash right sink counter,0.208929,0.483929
5,2015-07-20 16:32:04.000,0,True,stars great deal work expensive scale,0.150000,0.725000
5,2019-04-05 19:10:50.224,0,True,great files nail quality item,0.800000,0.750000
5,2016-05-13 16:03:17.000,3,True,hair straightening brush brush rubber type bristle led display handle easy read adjust heat 410f. adjust temperature review people state power button handle issue accidently turn brush use find issue brush ig use correctly work brush hair like regular brush brush section slowly straighten fine hair long feel good product especially look safe hair straightener,0.212500,0.538782
5,2019-09-08 00:14:08.584,29,True,flavor water pick hose develop leak glad learn replace know feature refer flavor far tell flavor oh maybe talk save expense buy new water pic,0.245455,0.818182
5,2019-04-04 03:17:24.366,0,True,quality product item describe,0.000000,0.000000
5,2016-10-13 19:11:25.000,0,True,sound machine work struggle heavy foot upstairs neighbor try 34;baby&#34 sound machine work recommend mommy friend agree work like charm,0.200000,0.433333
3,2022-10-14 22:43:13.081,0,True,love week wear day week band stretch cause loop turn sideways battery begin lose charge way quickly week wear battery expensive kind replace high heat setting hot hot pad soft flimsy buy different brand cost quality return,0.188148,0.654444
1,2019-01-21 02:26:11.559,0,True,attachment fit fall bad rechargeable callous remover purchase stop time foot little pressure think ok long able use manicure attachment fit hole fit fly soon turn .... recommend,0.229167,0.532407
5,2010-06-28 20:48:45.000,1,True,work skeptical diet pill -- promise energy boost pleased lipoxathin product decrease appetite promise energy boost day -- day intense cardio workout boost work -- definitely help energy find decrease appetite considerably day problem migraine careful medicine drug lixoathin cause increase headache plus lose pound far start use lipoxathin conjunction work try lose weight fast -- slow steady lose 20 pound total highly recommend product base experience,-0.021026,0.710769
5,2020-08-25 13:33:45.109,0,True,powerful expect powerful feature high low pulse,0.190000,0.710000
5,2019-05-28 22:54:19.038,0,True,price regular gait belt fine patient loose balance way grip belt securely buy mainly assist lift husband lifesaver,0.181282,0.355897
3,2016-11-09 01:55:00.000,0,True,stars cute elastic pinche heel think problem,0.500000,1.000000
5,2022-02-16 13:31:23.501,0,True,product work severe leg cramp long time daughter recommend junp work curtail nasty cramp use junp couple year,-0.525000,0.700000
5,2016-07-11 20:25:17.000,1,False,beautifully comfortable effective sun sleep mask exceptionally effective travel home comes beautifully package include pair ear plug especially interested overnight flight east business meeting start hour landing time zone difference need rest refresh sleep plane tough flight attendant lower light watch movie screen try flight bedroom face east black curtain window tinting use sleep mask wake 4:30 a.m.<br /><br />this mask light weight comfortable wear bulky constant sense sit face use night pleased impressive sleep mask happy receive exchange unbiased review highly recommend appreciative good mask provide good night sleep,0.434444,0.749474
5,2017-02-16 12:57:08.000,0,True,star feel healthy supplement,0.500000,0.500000
2,2017-08-25 23:40:08.543,0,False,nice turn worked week turn matter battery dead couple day run stop use que tip clean thing turn,0.255556,0.700000
4,2018-03-27 10:53:11.599,0,True,eye doctor recommend dry eye think help month notice improvement adverse effect fishy smell,-0.066667,0.600000
3,2016-11-03 19:13:17.000,5,True,disappointed .... beautiful straightener way continue use send right away power button right thumb hold straightener impossible turn use annoying look save frustration ...,-0.132540,0.786905
1,2020-06-11 22:25:31.663,0,True,teeny tiny tiny agree reviews- fault read fine print picture definitely deceptive price outrageous especially small boo,-0.180556,0.633333
5,2016-10-21 09:21:20.000,0,True,great addition skin care routine great addition skin care routine brissle soft face body head extended handle useful reach extra clean feeling love come w/ lil storage bag piece,0.409524,0.464286
5,2022-07-15 03:47:19.369,0,True,work work good,0.700000,0.600000
5,2017-08-26 12:16:24.402,0,True,perfect cat glad able find tiny capsule online overseas long time look locally find large sized pill probably recreational drug use).<br /><br />we need gel tab cat medication rx tablet small break correct dose break small chunk ... dry chalky stick mouth .. simple solution,0.145238,0.519156
4,2019-11-10 15:04:02.287,0,True,good price,0.700000,0.600000
1,2022-05-12 01:27:09.364,3,True,soft break apart easily way soft scrub fall apart easily,0.266667,0.591667
5,2021-03-04 04:03:15.352,0,True,good product try musty foul odor load washer job,0.700000,0.600000
5,2015-02-23 22:59:03.000,0,True,star good picture describe,0.700000,0.600000
1,2013-10-13 00:59:03.000,0,True,weight loss lose weight green coffee bean extract direct disappoint ineffectiveness product,-0.050000,0.350000
5,2014-06-22 20:18:13.000,0,True,avon skin soft husband use work garden golfs pesky mosquito black fly love happy shipping expense need need,0.406667,0.656667
1,2019-01-09 13:31:34.824,0,True,time work look beautiful perfect hand problem clock work want dress matching,0.925000,1.000000
5,2021-06-02 10:55:39.638,0,True,love scent absolute favorite scent,0.400000,0.833333
5,2022-01-29 15:42:43.272,3,True,effective wish soon effective excite wish soon year school notice volume setting computer creep hopefully hearing loss transient.<br /><br />chose earplug look nrr ~12db unrated.<br /><br />these noticeably cut high pitch sound suction handpiece long depend sense hear tell drill spin fast haha couple temperamental handpiece definitely trade willing unexpected benefit feel calm relaxed work high pitch sound overstimulate feel ampe something.<br /><br />no problem hear people talk think actually hear assistant voice sound dampened.<br /><br />comfortable try comparison leave day ear start feel sore end day lunch helps.<br /><br />i like unobtrusive design safety lanyard space carrying case squish earplug plug easy involve lot squish deforming plug like good earplug leave maybe find roomy case,0.285490,0.571373
5,2017-03-15 15:15:36.000,0,False,helpful ..... like like walk bag marshmallow hope help br />future problem associate metatarsal pain highly recommend,0.160000,0.540000
5,2016-09-16 07:58:15.000,1,True,good glass good glass,0.700000,0.600000
5,2019-01-05 10:35:09.933,0,True,,0.000000,0.000000
5,2018-07-08 17:53:20.685,0,True,help joint hyaluronic acid year help joint find easy low cost,0.216667,0.566667
5,2018-01-25 18:27:05.388,0,True,work feel great like snap ... work feel great like snap hold place,0.800000,0.750000
5,2022-08-15 21:24:41.128,0,True,incredible device crack heel love love love callus remover 65 year old barefoot flip flop wear hippie heel problem forever try pedicure bad reaction callus removal goop.<br /><br />this device speed setting light roller work overboard battery life absolutely amazing percentage leave right receive june 8th charge use today august 15 use husband 20%!<br /><br />i highly recommend,0.272338,0.581126
5,2021-09-17 15:57:31.061,0,True,add triple aaa battery step came package nicely love digital quick reading like second add couple triple aaa battery good,0.306667,0.340000
5,2018-05-22 23:23:02.414,0,True,star love .. bit expensive,0.000000,0.650000
5,2020-11-23 06:51:16.409,0,True,love love grime,0.500000,0.600000
1,2014-02-15 15:35:58.000,0,True,junk use work night fall apart mouth remember scrape cut tongue mouth worth buy cheap replacement brush,0.350000,0.400000
2,2021-01-10 00:14:58.574,0,True,mala compra decepcionada con esta compra huele nada eso que tengo por todo mi departamento,0.000000,0.000000
3,2022-07-20 21:28:57.645,0,True,look great effective hope,0.700000,0.775000
5,2023-01-24 00:05:54.804,0,True,fit chair right maybe case wrong matter fall strap attach sure,0.171429,0.681151
5,2017-05-16 21:03:46.000,0,True,great natural allergy remedy work perfectly treat spring allergy find work year old son end liquid supplement son appropriate dosage pill work,0.500000,0.570000
4,2017-08-06 14:06:09.253,1,True,great neck pillow weird smell heat soft material,0.133333,0.700000
5,2022-10-06 14:41:16.591,0,True,excellent product use day save time start notice change color tooth highly recommend,0.580000,0.770000
5,2022-08-13 19:56:48.976,1,True,love great grease stain,0.650000,0.675000
5,2017-12-03 10:20:05.153,1,False,awesome stuff stuff great exceed expectation dollar carpet cleaner include brush highly recommend brush instead use attach hand pretty dirty foamy couple towel,0.322000,0.818000
5,2022-08-14 00:42:56.779,0,True,wipe clean leave oily film eyeglass use wipe clean lense prescription non prescription eyewear,0.366667,0.700000
1,2016-07-26 14:38:14.000,0,True,waste money bristle start fray bend stick week trash afford gum damage poorly manufacture brush head,-0.300000,0.300000
5,2016-05-31 04:21:09.000,0,True,star husband pretty thick nail buy far happy,0.212500,0.868750
5,2021-08-24 23:21:59.804,0,True,work use wound care edema right leg blood clot edema elevating,0.285714,0.535714
5,2013-01-25 16:01:34.000,1,True,perfect exactly look couple week great nature sound etc sound pattern start drive nuts short time machine steady sound sort like run window fan summer use machine wake neighbor downstairs talk laugh hour night wake right head room feel need volume control vary bit turn casing amazing think extremely loud work drown noise downstair maybe condition mind hear .... extremely happy sensitive person,0.400170,0.588265
5,2014-07-02 14:04:21.000,1,False,easy stethoscope ship fast easy stethoscope,0.355556,0.755556
5,2019-08-09 23:58:46.676,0,True,compression sock exactly suppose truly love feel know order comfortable wear everyday day long feel like miss dr compression sock definite yes thank amazon,0.150000,0.525000
5,2021-03-04 14:52:28.947,3,True,significantly help ibs symptom rarely open advertisement fact run pull right ideal ibs sufferer try probiotic 10 year work little ability eat thing send right toilet able eat garlic decade run toilet refrie bean seriously time digest intestine want explode total confidence probiotic enzyme combo work continue eat food plant base diet good know eat family friend worry near toilet peace think ibs try,0.115040,0.532540
1,2019-01-21 03:15:46.068,0,True,way small read review band small think fine small wrist wrong think tight infant cut circulation leave deep mark skin help nausea,-0.144558,0.469388
5,2019-11-29 01:24:36.259,0,True,recommend lov heat quick recommend low temp superior quality,0.344444,0.566667
5,2022-04-28 18:36:24.096,0,True,far good long talk longevity battery come package good working order car remote functional,0.270000,0.560000
5,2023-06-07 14:06:21.215,0,True,best product love product helps skin look shinne bright sharp brain,0.518750,0.612500
5,2020-04-24 20:23:32.462,1,True,love taste sure glad flavor taste enjoy snow cone actually work definitely try smartie,0.316667,0.598148
5,2021-12-07 05:31:31.396,0,True,durable compact travel quality nail file compact size right small purse,0.017857,0.467857
5,2016-08-11 01:34:35.000,0,True,stars excellent,1.000000,1.000000
3,2020-08-31 16:48:02.082,0,True,ok little small expect nipper sharp purchase nipper,-0.015625,0.537500
1,2021-08-10 18:16:50.150,0,True,waste money work like,-0.200000,0.000000
5,2016-08-15 23:13:18.000,0,True,star freaking awesome product quality truely works quality brand ive try alot,0.675000,0.825000
2,2018-09-14 21:22:26.408,0,True,useful tooth product small cat bit waist money honest,0.216667,0.433333
5,2022-04-08 07:04:38.230,0,True,son love gift hair control use happy report plague ingrown hair dull roar happy deal teenager funk cut important,0.441667,0.820000
1,2023-01-05 00:12:47.556,0,False,disgusting product look like open return repackage toothbrush open,-0.333333,0.666667
5,2022-09-11 19:56:17.633,0,True,help muscular sclerosis cramp twist frequently reduce baclofen kill liver multiple sclerosis sanguinaria 10 hour day night calcarea carbonica magnesia phosphorica use homeopathic pill good start 30c work fast high dose cramp subside scream horrific pain think need million half dollar grant multiple sclerosis cup vegtable flour perservative egg oz meat perservative kale chard spinach lettuce organic fresh frozen watch carbohydrate flavor posin ingredient bread bread gluten lota vegetable organic olive oil organic raw coconut oil avocado cup organic bluberrie antioxidant watch ingredient carbohydrate flavor posin let find cure multiple sclerosis good help know today pray god answer faith 73 year,0.063547,0.397350
5,2018-12-01 19:38:09.653,2,False,great quality receive week ago pleasantly surprised quality ear plug hear virtually sleep loud snore boyfriend fly etc definitely recommend :),0.383333,0.808333
5,2018-04-01 05:47:11.149,2,False,dr recommend try product physical ... dr recommend try product physical sign stress eye twitching/ eye dr tell stress healthy diet know food start trancor immediately notice change sleep eye stop twitch day lose weight nno effect feel overall health energy rest,0.125000,0.196429
4,2021-09-06 18:39:35.939,0,True,ok product great,0.650000,0.625000
5,2020-09-29 14:37:47.919,0,True,good price work great,0.750000,0.675000
5,2015-06-30 01:55:29.000,0,True,work love got change water couple day use work,0.500000,0.600000
5,2018-06-12 20:41:22.736,0,False,good true true ok absolute chip fanatic stash doritos nightstand try cut carb process food fun stuff chip godsend buy supermarket amazon leave review amazing course doritos consider horrible stuff nutrition new staple pack protein gram net carb serve like look like forever find let comment nacho flavor try,0.166942,0.604959
5,2019-11-05 05:47:51.211,0,True,muy práctico le sirvieron bien mis hijos muy practico,0.000000,0.000000
5,2021-07-15 07:20:58.466,0,True,great product arrive time great product ease pain sore muscle joint remove discoloration bruise,0.800000,0.750000
5,2019-04-24 11:03:39.533,0,True,beautiful great quality love .. great quality,0.737500,0.775000
4,2020-03-16 20:57:26.492,0,True,worth way worth wait,0.300000,0.100000
5,2019-11-27 05:10:37.916,0,True,works grea love boyfriend lol,0.650000,0.650000
5,2021-02-05 15:35:43.427,0,True,smell good great glide great product great price thick swipe lip million time feel slimey sticky like chapstick love scent,0.550000,0.654167
1,2021-01-19 16:47:11.198,1,True,power cord arrive car adapter power cord home use return,0.000000,0.000000
